54, 0 %, 1 MiB
54, 0 %, 3 MiB
53, 0 %, 3 MiB
52, 0 %, 3 MiB
52, 0 %, 3 MiB
51, 0 %, 3 MiB
52, 3 %, 494 MiB
52, 0 %, 1970 MiB
52, 0 %, 1970 MiB
52, 0 %, 1970 MiB
51, 0 %, 1970 MiB
60, 95 %, 7548 MiB
60, 96 %, 7548 MiB
61, 96 %, 7548 MiB
62, 96 %, 7548 MiB
62, 96 %, 7548 MiB
62, 96 %, 7548 MiB
63, 96 %, 7548 MiB
63, 95 %, 7548 MiB
63, 96 %, 7548 MiB
64, 96 %, 7548 MiB
64, 96 %, 7548 MiB
64, 96 %, 7548 MiB
65, 96 %, 7548 MiB
65, 96 %, 7548 MiB
65, 95 %, 7548 MiB
65, 95 %, 7548 MiB
66, 96 %, 7548 MiB
66, 96 %, 7548 MiB
66, 96 %, 7548 MiB
67, 95 %, 7548 MiB
64, 13 %, 7548 MiB
67, 96 %, 7548 MiB
67, 96 %, 7548 MiB
67, 96 %, 7548 MiB
67, 96 %, 7548 MiB
67, 96 %, 7548 MiB
68, 95 %, 7548 MiB
68, 96 %, 7548 MiB
68, 96 %, 7548 MiB
68, 96 %, 7548 MiB
69, 96 %, 7548 MiB
68, 95 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
69, 96 %, 7548 MiB
70, 96 %, 7548 MiB
70, 94 %, 7548 MiB
70, 95 %, 7548 MiB
70, 96 %, 7548 MiB
62, 0 %, 7548 MiB
60, 0 %, 7548 MiB
59, 0 %, 7548 MiB
