52, 0 %, 1 MiB
51, 0 %, 3 MiB
51, 0 %, 3 MiB
51, 0 %, 3 MiB
50, 0 %, 3 MiB
52, 0 %, 1136 MiB
52, 0 %, 1136 MiB
51, 0 %, 1136 MiB
51, 0 %, 1136 MiB
51, 0 %, 1136 MiB
51, 0 %, 1136 MiB
51, 0 %, 1136 MiB
50, 0 %, 1136 MiB
50, 0 %, 1136 MiB
48, 0 %, 1136 MiB
47, 0 %, 1136 MiB
47, 0 %, 1136 MiB
47, 0 %, 1136 MiB
46, 0 %, 1136 MiB
46, 0 %, 1136 MiB
46, 0 %, 1136 MiB
45, 0 %, 1136 MiB
45, 0 %, 1136 MiB
45, 0 %, 1136 MiB
44, 0 %, 1136 MiB
44, 0 %, 1136 MiB
44, 0 %, 1136 MiB
44, 0 %, 1136 MiB
43, 0 %, 1136 MiB
43, 0 %, 1136 MiB
43, 0 %, 1136 MiB
42, 0 %, 1136 MiB
42, 0 %, 1136 MiB
42, 0 %, 1136 MiB
42, 0 %, 1136 MiB
41, 0 %, 1136 MiB
41, 0 %, 1136 MiB
41, 0 %, 1136 MiB
41, 0 %, 1136 MiB
41, 0 %, 1136 MiB
41, 0 %, 1136 MiB
40, 0 %, 1136 MiB
40, 0 %, 1136 MiB
40, 0 %, 1136 MiB
40, 0 %, 1136 MiB
39, 0 %, 1136 MiB
39, 0 %, 1136 MiB
39, 0 %, 1136 MiB
39, 0 %, 1136 MiB
39, 0 %, 1136 MiB
39, 0 %, 1136 MiB
39, 0 %, 1136 MiB
38, 0 %, 1136 MiB
38, 0 %, 1136 MiB
38, 0 %, 1136 MiB
38, 0 %, 1136 MiB
38, 0 %, 1136 MiB
37, 0 %, 1136 MiB
37, 0 %, 1136 MiB
37, 0 %, 1136 MiB
37, 0 %, 1136 MiB
37, 0 %, 1136 MiB
37, 0 %, 1136 MiB
37, 0 %, 1136 MiB
37, 0 %, 1136 MiB
37, 0 %, 1136 MiB
36, 0 %, 1136 MiB
36, 0 %, 1136 MiB
36, 0 %, 1136 MiB
36, 0 %, 1136 MiB
36, 0 %, 1136 MiB
36, 0 %, 1136 MiB
36, 0 %, 1136 MiB
36, 0 %, 1136 MiB
35, 0 %, 1136 MiB
35, 0 %, 1136 MiB
35, 0 %, 1136 MiB
35, 0 %, 1136 MiB
35, 0 %, 1136 MiB
35, 0 %, 1136 MiB
35, 0 %, 1136 MiB
35, 0 %, 1136 MiB
35, 0 %, 1136 MiB
35, 0 %, 1136 MiB
34, 0 %, 1136 MiB
35, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
34, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
33, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
32, 0 %, 1136 MiB
36, 4 %, 5912 MiB
45, 98 %, 6914 MiB
48, 98 %, 6914 MiB
49, 98 %, 6914 MiB
50, 98 %, 6914 MiB
51, 98 %, 6914 MiB
52, 98 %, 6914 MiB
52, 98 %, 6914 MiB
53, 97 %, 6914 MiB
54, 97 %, 6914 MiB
44, 0 %, 6914 MiB
