55, 0 %, 1 MiB
55, 0 %, 3 MiB
54, 0 %, 3 MiB
53, 0 %, 3 MiB
53, 0 %, 3 MiB
54, 0 %, 1090 MiB
54, 0 %, 1090 MiB
53, 0 %, 1090 MiB
53, 0 %, 1090 MiB
58, 82 %, 5912 MiB
62, 83 %, 5912 MiB
62, 85 %, 5912 MiB
61, 84 %, 5912 MiB
62, 84 %, 5912 MiB
64, 74 %, 5912 MiB
62, 85 %, 5912 MiB
62, 84 %, 5912 MiB
63, 85 %, 5912 MiB
64, 85 %, 5912 MiB
65, 85 %, 5912 MiB
66, 85 %, 5912 MiB
66, 85 %, 5912 MiB
66, 85 %, 5912 MiB
67, 85 %, 5912 MiB
67, 85 %, 5912 MiB
67, 84 %, 5912 MiB
67, 86 %, 5912 MiB
67, 85 %, 5912 MiB
67, 85 %, 5912 MiB
66, 85 %, 5912 MiB
67, 85 %, 5912 MiB
66, 83 %, 5912 MiB
67, 85 %, 5912 MiB
68, 84 %, 5912 MiB
69, 85 %, 5912 MiB
69, 84 %, 5912 MiB
69, 85 %, 5912 MiB
69, 85 %, 5912 MiB
69, 85 %, 5912 MiB
69, 86 %, 5912 MiB
68, 85 %, 5912 MiB
67, 84 %, 5912 MiB
67, 85 %, 5912 MiB
67, 85 %, 5912 MiB
69, 85 %, 5912 MiB
69, 85 %, 5912 MiB
70, 85 %, 5912 MiB
69, 85 %, 5912 MiB
69, 85 %, 5912 MiB
69, 84 %, 5912 MiB
69, 86 %, 5912 MiB
69, 85 %, 5912 MiB
67, 85 %, 5912 MiB
68, 85 %, 5912 MiB
69, 85 %, 5912 MiB
69, 84 %, 5912 MiB
70, 85 %, 5912 MiB
69, 84 %, 5912 MiB
69, 84 %, 5912 MiB
68, 84 %, 5912 MiB
68, 86 %, 5912 MiB
68, 84 %, 5912 MiB
69, 84 %, 5912 MiB
70, 84 %, 5912 MiB
69, 84 %, 5912 MiB
69, 86 %, 5912 MiB
69, 84 %, 5912 MiB
68, 85 %, 5912 MiB
68, 84 %, 5912 MiB
69, 84 %, 5912 MiB
70, 86 %, 5912 MiB
70, 85 %, 5912 MiB
70, 84 %, 5912 MiB
69, 84 %, 5912 MiB
69, 84 %, 5912 MiB
69, 86 %, 5912 MiB
68, 85 %, 5912 MiB
68, 84 %, 5912 MiB
68, 84 %, 5912 MiB
69, 84 %, 5912 MiB
70, 84 %, 5912 MiB
70, 86 %, 5912 MiB
69, 84 %, 5912 MiB
70, 84 %, 5912 MiB
69, 84 %, 5912 MiB
67, 86 %, 5912 MiB
69, 84 %, 5912 MiB
70, 84 %, 5912 MiB
70, 83 %, 5912 MiB
70, 86 %, 5912 MiB
69, 84 %, 5912 MiB
67, 84 %, 5912 MiB
69, 84 %, 5912 MiB
70, 84 %, 5912 MiB
70, 86 %, 5912 MiB
70, 84 %, 5912 MiB
70, 84 %, 5912 MiB
70, 84 %, 5912 MiB
69, 84 %, 5912 MiB
69, 86 %, 5912 MiB
67, 84 %, 5912 MiB
69, 83 %, 5912 MiB
70, 83 %, 5912 MiB
70, 83 %, 5912 MiB
70, 84 %, 5912 MiB
70, 85 %, 5912 MiB
69, 84 %, 5912 MiB
67, 84 %, 5912 MiB
69, 86 %, 5912 MiB
69, 84 %, 5912 MiB
70, 84 %, 5912 MiB
61, 0 %, 5912 MiB
